% **Decoder : neural_ms0.005 coding_scheme BCH H_file H_G_mat/BCH_63_36.alist channel_type ETU_df_0 device cuda:0 rand_init_weights 1 force_all_zero 0 steps 20000 training_batch_size 120 use_gpu 1
BERs_neural_ms_ent0_20000 = [0.0826352380952381	0.06377063492063492	0.048473492063492066	0.03634015873015873	0.02684857142857143	0.01944111111111111	0.013658571428571428	0.00945	0.006351904761904762	0.004202063492063492	0.0026746031746031746	0.0016433333333333332	0.0009155555555555555	0.0005042857142857143	0.0002507936507936508	0.00011939775910364146	5.064519812721251e-05	1.896160763155837e-05	 ];
FERs_neural_ms_ent0_20000 = [0.8197	0.72885	0.63141	0.53408	0.43705	0.3435	0.2589	0.1885	0.13198	0.0906	0.05992	0.03827	0.023	0.01343	0.0073	0.0036911764705882355	0.001802158273381295	0.0007364532019704434	 ];

% **Decoder : neural_ms0.005 coding_scheme BCH H_file H_G_mat/BCH_63_36.alist channel_type ETU_df_0 device cuda:1 rand_init_weights 1 force_all_zero 0 steps 20000 training_batch_size 120 use_gpu 1
BERs_neural_ms_ent1_20000 = [0.0826352380952381	0.06377063492063492	0.048473492063492066	0.03634015873015873	0.02684857142857143	0.01944111111111111	0.013658571428571428	0.00945	0.006351904761904762	0.004202063492063492	0.0026746031746031746	0.0016433333333333332	0.0009155555555555555	0.0005042857142857143	0.0002507936507936508	0.00011939775910364146	5.064519812721251e-05	1.896160763155837e-05	 ];
FERs_neural_ms_ent1_20000 = [0.8197	0.72885	0.63141	0.53408	0.43705	0.3435	0.2589	0.1885	0.13198	0.0906	0.05992	0.03827	0.023	0.01343	0.0073	0.0036911764705882355	0.001802158273381295	0.0007364532019704434	 ];

% **Decoder : neural_ms0.005 coding_scheme BCH H_file H_G_mat/BCH_63_36.alist channel_type ETU_df_0 device cuda:3 rand_init_weights 1 force_all_zero 0 steps 20000 training_batch_size 120 use_gpu 1
BERs_neural_ms_ent6_20000 = [0.08397571428571429	0.06541095238095238	0.05015968253968254	0.03801285714285714	0.028412857142857142	0.02080238095238095	0.014771269841269842	0.010283174603174603	0.0069414285714285715	0.0046049206349206345	0.0029115873015873018	0.0017874603174603174	0.0009915873015873015	0.0005444444444444444	0.00027111111111111113	0.0001288515406162465	5.387040661013264e-05	2.138556572054109e-05	 ];
FERs_neural_ms_ent6_20000 = [0.83447	0.74595	0.6481	0.549	0.44964	0.35418	0.26669	0.19438	0.13562	0.09279	0.06123	0.03883	0.02311	0.01351	0.00726	0.0036838235294117646	0.0017226027397260273	0.0007364532019704434	 ];

% **Decoder : neural_ms0.005 coding_scheme BCH H_file H_G_mat/BCH_63_36.alist channel_type ETU_df_0 device cuda:2 rand_init_weights 1 force_all_zero 0 steps 20000 training_batch_size 120 use_gpu 1
BERs_neural_ms_ent2_20000 = [0.08330603174603175	0.06474984126984128	0.049574126984126984	0.037513333333333336	0.02794238095238095	0.020425238095238094	0.014432539682539682	0.009996031746031746	0.006736984126984127	0.0044663492063492065	0.0028217460317460316	0.0017233333333333332	0.0009642857142857143	0.0005261904761904762	0.00026523809523809524	0.00012568111821843164	5.314520870076426e-05	2.0642739854562516e-05	 ];
FERs_neural_ms_ent2_20000 = [0.821	0.7315	0.63498	0.5379	0.44123	0.34806	0.26274	0.19196	0.13447	0.09242	0.0611	0.03906	0.02338	0.01376	0.00738	0.0037761194029850747	0.001862962962962963	0.0007857142857142857	 ];

% **Decoder : 1 min_sum coding_scheme BCH H_file H_G_mat/BCH_63_36.alist channel_type ETU_df_0 device cuda:1 force_all_zero 0 use_gpu 1
BERs_min_sum = [0.10748888888888888	0.08694777777777778	0.06970365079365079	0.05547793650793651	0.043371904761904764	0.033301587301587304	0.024634603174603174	0.017987777777777776	0.012636666666666666	0.00888111111111111	0.005849047619047619	0.0038255555555555556	0.002252857142857143	0.0013619047619047619	0.0007392063492063492	0.00038510959939531367	0.0001818236066356367	7.53772773477207e-05	 ];
FERs_min_sum = [0.81829	0.72759	0.63137	0.53281	0.43714	0.34448	0.25989	0.19017	0.13342	0.09236	0.06119	0.03923	0.02321	0.01377	0.00756	0.004055555555555555	0.001887218045112782	0.0008399014778325123	 ];

% **Decoder : 1 spa coding_scheme BCH H_file H_G_mat/BCH_63_36.alist channel_type ETU_df_0 device cuda:0 force_all_zero 0 use_gpu 1
BERs_spa = [0.08526587301587302	0.06456507936507937	0.04740587301587302	0.03402857142857143	0.023717936507936507	0.015964444444444444	0.01054047619047619	0.007015079365079365	0.004632380952380952	0.002964126984126984	0.0018547619047619048	0.0010615873015873017	0.0005725396825396825	0.0002973944294699012	0.0001206984126984127	5.2388771600594264e-05	1.9743529595746343e-05	7.350066463366956e-06	 ];
FERs_spa = [0.91074	0.80448	0.67822	0.54569	0.41411	0.28965	0.19068	0.12285	0.07928	0.05011	0.03061	0.01752	0.00933	0.004783018867924528	0.002004	0.0008768472906403941	0.0003251231527093596	0.00012561576354679804	 ];

