%%%% command : chan ETU 1.0 10.0 357880 20000_5 lr 0.01 decoder : SPA
BERs_SPA = [0.025649956225495794	0.0175602375242663	0.011947743392587517	0.007825009833403118	0.005140807988529811	0.003120995267278241	0.0019105350640122823	0.0010153781736515549	0.0004496402877697842	0.0002050740360092878	 ];
FERs_SPA = [0.41767585931254997	0.33017585931254995	0.258623101518785	0.19607314148681054	0.14135691446842527	0.09462430055955236	0.059402478017585934	0.03484212629896083	0.016616706634692245	0.007613908872901679	 ];

%%%% command : chan ETU 1.0 10.0 357880 20000_5 lr 0.01 decoder : MinSum
BERs_MinSum = [0.03417424790326469	0.023902148122771624	0.017100129420273304	0.012474306269270298	0.009374881047542917	0.006593931204242955	0.004451359547282809	0.003017110121426668	0.001753835027216322	0.0011858766954690216	 ];
FERs_MinSum = [0.30103916866506797	0.2244304556354916	0.17019384492406076	0.12816746602717827	0.09663269384492407	0.0708533173461231	0.05094924060751399	0.034722222222222224	0.02170263788968825	0.012909672262190247	 ];

%%%% command : chan ETU 1.0 10.0 357880 20000_5 lr 0.01 decoder : NAMS_simple
BERs_NAMS_simple_20000_5 = [0.020651732582188217	0.01336422925151942	0.008664655577125601	0.005759677971908188	0.0037714273026023624	0.0024093423673759405	0.0014052250263281438	0.0008758072906753962	0.0004818367528199662	0.0002903099378607144	 ];
FERs_NAMS_simple_20000_5 = [0.26703637090327736	0.1951638689048761	0.13846922462030375	0.09843125499600319	0.06749600319744205	0.0438449240607514	0.026808553157474022	0.016816546762589927	0.00876298960831335	0.004978096375945838	 ];

%%%% command : chan ETU 1.0 10.0 357880 20000_5 lr 0.01 decoder : NAMS_full
BERs_NAMS_full_20000_5 = [0.018184817225584612	0.011018486797863297	0.006591869361653535	0.0038580246913580245	0.0021714374532120335	0.0011344892340096177	0.0006079263573268369	0.00033052922741172143	0.0001515215139553764	8.497936010589663e-05	 ];
FERs_NAMS_full_20000_5 = [0.2232414068745004	0.1538968824940048	0.10340727418065547	0.06679656274980016	0.040657474020783374	0.022521982414068744	0.01201039168665068	0.006484812150279776	0.002755731922398589	0.0015063870812243915	 ];

%%%% command : chan ETU 1.0 10.0 357880 20000_5 lr 0.01 decoder : NAMS_relaxed
BERs_NAMS_relaxed_20000_5 = [0.017835890018144215	0.010674634895258396	0.006405034702396813	0.0038586591044624616	0.002166996561480974	0.0011735056399324985	0.0005731922398589065	0.0002918300280410592	0.00012609480145887912	4.624973615922325e-05	 ];
FERs_NAMS_relaxed_20000_5 = [0.22899680255795363	0.15676458832933654	0.10623501199040768	0.06962430055955236	0.04353517186250999	0.024690247801758592	0.012410071942446043	0.006215027977617906	0.0025283171521035598	0.0008743993742317578	 ];

%%%% command : chan ETU 1.0 10.0 357880 20000_5 lr 0.01 decoder : FNOMS
BERs_FNOMS_20000_5 = [0.019258561404844377	0.012052262951543527	0.007400111656706381	0.004520510575666451	0.0026435994061893343	0.0014407521601766207	0.000745911207541903	0.0003882608199154962	0.00018553538961702226	0.00010491550887125811	 ];
FERs_FNOMS_20000_5 = [0.2327837729816147	0.16204036770583533	0.11062150279776178	0.07225219824140687	0.04370503597122302	0.02405075939248601	0.011710631494804157	0.00556554756195044	0.0022982165839308694	0.001030841434797184	 ];

%%%% command : chan ETU 1.0 10.0 357880 30000_5 lr 0.01 decoder : NAMS_simple
BERs_NAMS_simple_30000_5 = [0.02033071955134305	0.013143136284623096	0.008520643802418383	0.0056350157968863	0.0036456549046477104	0.0023140217984342687	0.0013547891845253955	0.0008123659802316877	0.00045154352708309543	0.00026894965919356165	 ];
